mode,asset,instrument,kind,sector,selection,reference_date,reference_usd,multiple,target_usd,horizon,question,replicate,p
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",41,0.24
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",42,0.23
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",43,0.24
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",44,0.23
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",45,0.23
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",46,0.23
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",47,0.25
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",48,0.25
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",49,0.25
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",50,0.25
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",51,0.23
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",52,0.25
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",53,0.23
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",54,0.22
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",55,0.24
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",56,0.23
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",57,0.24
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",58,0.25
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",59,0.24
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",60,0.24
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",61,0.25
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",62,0.23
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",63,0.23
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",64,0.24
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",65,0.22
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",66,0.24
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",67,0.25
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",68,0.24
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",69,0.24
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",70,0.23
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",71,0.24
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",72,0.23
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",73,0.23
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",74,0.25
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",75,0.25
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",76,0.23
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",77,0.24
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",78,0.24
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",79,0.24
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",80,0.23
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",81,0.24
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",82,0.25
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",83,0.23
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",84,0.25
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",85,0.24
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",86,0.25
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",87,0.25
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",88,0.26
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",89,0.22
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",90,0.22
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",91,0.25
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",92,0.23
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",93,0.21
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",94,0.26
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",95,0.23
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",96,0.23
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",97,0.24
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",98,0.23
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",99,0.22
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,2035,"Tesla will reach $36,427.00 per share by December 31, 2035",100,0.23
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",1,0.14
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",2,0.14
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",3,0.15
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",4,0.15
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",5,0.17
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",6,0.15
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",7,0.16
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",8,0.14
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",9,0.13
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",10,0.13
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",11,0.14
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",12,0.13
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",13,0.15
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",14,0.14
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",15,0.16
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",16,0.17
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",17,0.14
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",18,0.15
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",19,0.15
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",20,0.15
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",21,0.14
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",22,0.13
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",23,0.12
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",24,0.14
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",25,0.14
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",26,0.16
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",27,0.14
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",28,0.13
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",29,0.14
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",30,0.14
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",31,0.14
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",32,0.13
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",33,0.15
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",34,0.15
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",35,0.14
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",36,0.14
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",37,0.16
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",38,0.15
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",39,0.15
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",40,0.17
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",41,0.14
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",42,0.16
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",43,0.14
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",44,0.14
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",45,0.15
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",46,0.14
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",47,0.12
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",48,0.14
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",49,0.15
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",50,0.13
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",51,0.13
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",52,0.16
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",53,0.13
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",54,0.14
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",55,0.14
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",56,0.15
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",57,0.12
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",58,0.15
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",59,0.16
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",60,0.15
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",61,0.15
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",62,0.15
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",63,0.11
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",64,0.15
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",65,0.13
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",66,0.13
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",67,0.15
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",68,0.14
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",69,0.16
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",70,0.15
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",71,0.15
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",72,0.16
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",73,0.16
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",74,0.12
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",75,0.16
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",76,0.15
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",77,0.16
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",78,0.15
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",79,0.15
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",80,0.14
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",81,0.15
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",82,0.16
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",83,0.13
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",84,0.13
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",85,0.16
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",86,0.16
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",87,0.13
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",88,0.13
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",89,0.14
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",90,0.14
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",91,0.15
blank,TSLA,Tesla,stock,Additional high-volatility probe,Additional probe; sector leader is AMZN,2026-09-20,364.27,100,36427.0,no_date,"Tesla will reach $36,427.00 per share",92,0.16
