criteria_mode,target_usd,target_words,year,question,replicate,p
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",21,0.58
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",22,0.66
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",23,0.64
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",24,0.57
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",25,0.65
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",26,0.65
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",27,0.62
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",28,0.62
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",29,0.6
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",30,0.53
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",31,0.6
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",32,0.63
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",33,0.64
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",34,0.6
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",35,0.56
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",36,0.62
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",37,0.6
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",38,0.61
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",39,0.58
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",40,0.57
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",41,0.59
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",42,0.66
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",43,0.64
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",44,0.65
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",45,0.64
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",46,0.58
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",47,0.6
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",48,0.63
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",49,0.61
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",50,0.64
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",51,0.6
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",52,0.58
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",53,0.61
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",54,0.64
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",55,0.58
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",56,0.61
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",57,0.61
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",58,0.68
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",59,0.6
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",60,0.61
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",61,0.64
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",62,0.67
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",63,0.64
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",64,0.63
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",65,0.6
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",66,0.58
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",67,0.59
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",68,0.65
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",69,0.55
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",70,0.63
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",71,0.58
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",72,0.65
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",73,0.63
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",74,0.59
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",75,0.58
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",76,0.59
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",77,0.63
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",78,0.59
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",79,0.64
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",80,0.62
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",81,0.62
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",82,0.65
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",83,0.58
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",84,0.6
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",85,0.64
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",86,0.61
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",87,0.62
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",88,0.59
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",89,0.61
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",90,0.62
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",91,0.61
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",92,0.61
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",93,0.63
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",94,0.65
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",95,0.65
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",96,0.63
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",97,0.65
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",98,0.6
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",99,0.65
blank,20000000,20 million,2050,"bitcoin will reach 20 million by December 31, 2050",100,0.59
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",1,0.31
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",2,0.32
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",3,0.32
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",4,0.34
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",5,0.3
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",6,0.35
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",7,0.24
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",8,0.32
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",9,0.3
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",10,0.39
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",11,0.27
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",12,0.31
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",13,0.36
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",14,0.33
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",15,0.3
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",16,0.29
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",17,0.29
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",18,0.35
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",19,0.3
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",20,0.3
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",21,0.27
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",22,0.42
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",23,0.27
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",24,0.32
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",25,0.37
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",26,0.28
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",27,0.34
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",28,0.28
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",29,0.28
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",30,0.31
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",31,0.3
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",32,0.33
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",33,0.31
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",34,0.32
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",35,0.33
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",36,0.29
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",37,0.26
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",38,0.33
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",39,0.34
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",40,0.4
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",41,0.33
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",42,0.36
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",43,0.29
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",44,0.28
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",45,0.35
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",46,0.31
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",47,0.35
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",48,0.28
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",49,0.35
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",50,0.3
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",51,0.3
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",52,0.31
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",53,0.34
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",54,0.3
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",55,0.4
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",56,0.24
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",57,0.38
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",58,0.33
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",59,0.38
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",60,0.3
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",61,0.26
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",62,0.27
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",63,0.38
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",64,0.33
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",65,0.29
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",66,0.36
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",67,0.25
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",68,0.36
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",69,0.34
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",70,0.37
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",71,0.31
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",72,0.34
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",73,0.32
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",74,0.26
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",75,0.33
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",76,0.27
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",77,0.32
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",78,0.3
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",79,0.36
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",80,0.23
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",81,0.27
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",82,0.34
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",83,0.28
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",84,0.3
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",85,0.34
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",86,0.3
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",87,0.37
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",88,0.24
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",89,0.31
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",90,0.27
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",91,0.35
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",92,0.33
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",93,0.28
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",94,0.28
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",95,0.36
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",96,0.31
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",97,0.38
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",98,0.34
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",99,0.28
blank,30000000,30 million,2050,"bitcoin will reach 30 million by December 31, 2050",100,0.36
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",1,0.3
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",2,0.32
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",3,0.33
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",4,0.27
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",5,0.32
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",6,0.28
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",7,0.3
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",8,0.29
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",9,0.28
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",10,0.35
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",11,0.27
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",12,0.3
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",13,0.31
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",14,0.28
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",15,0.32
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",16,0.32
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",17,0.25
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",18,0.35
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",19,0.26
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",20,0.31
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",21,0.29
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",22,0.33
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",23,0.33
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",24,0.31
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",25,0.31
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",26,0.25
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",27,0.33
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",28,0.32
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",29,0.38
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",30,0.31
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",31,0.31
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",32,0.29
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",33,0.29
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",34,0.29
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",35,0.25
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",36,0.33
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",37,0.3
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",38,0.31
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",39,0.31
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",40,0.28
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",41,0.31
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",42,0.29
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",43,0.31
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",44,0.29
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",45,0.31
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",46,0.29
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",47,0.31
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",48,0.28
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",49,0.3
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",50,0.25
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",51,0.31
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",52,0.33
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",53,0.33
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",54,0.29
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",55,0.31
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",56,0.33
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",57,0.27
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",58,0.31
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",59,0.33
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",60,0.31
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",61,0.36
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",62,0.27
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",63,0.29
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",64,0.31
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",65,0.35
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",66,0.34
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",67,0.28
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",68,0.28
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",69,0.28
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",70,0.29
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",71,0.34
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",72,0.3
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",73,0.31
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",74,0.3
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",75,0.3
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",76,0.29
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",77,0.34
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",78,0.28
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",79,0.3
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",80,0.36
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",81,0.27
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",82,0.25
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",83,0.27
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",84,0.29
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",85,0.31
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",86,0.28
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",87,0.33
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",88,0.27
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",89,0.35
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",90,0.28
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",91,0.29
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",92,0.3
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",93,0.33
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",94,0.32
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",95,0.34
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",96,0.32
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",97,0.3
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",98,0.28
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",99,0.31
blank,40000000,40 million,2050,"bitcoin will reach 40 million by December 31, 2050",100,0.3
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",1,0.33
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",2,0.31
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",3,0.29
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",4,0.32
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",5,0.32
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",6,0.3
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",7,0.33
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",8,0.35
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",9,0.3
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",10,0.31
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",11,0.33
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",12,0.3
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",13,0.32
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",14,0.29
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",15,0.34
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",16,0.29
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",17,0.28
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",18,0.31
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",19,0.33
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",20,0.34
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",21,0.28
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",22,0.33
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",23,0.31
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",24,0.29
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",25,0.3
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",26,0.34
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",27,0.3
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",28,0.32
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",29,0.3
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",30,0.31
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",31,0.31
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",32,0.31
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",33,0.32
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",34,0.31
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",35,0.32
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",36,0.27
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",37,0.29
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",38,0.31
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",39,0.27
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",40,0.3
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",41,0.3
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",42,0.28
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",43,0.3
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",44,0.32
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",45,0.3
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",46,0.29
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",47,0.31
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",48,0.3
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",49,0.3
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",50,0.36
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",51,0.27
blank,50000000,50 million,2050,"bitcoin will reach 50 million by December 31, 2050",52,0.32
