transition,date,replicate,arm,answer,model
2025,2024-08-13,2,binary_probability,0.07,jev-1.13.0
2025,2024-08-13,2,yes_no_choice,No,jev-1.13.0
2025,2024-08-13,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-09-30,2,binary_probability,0.98,jev-1.13.0
2021,2020-09-30,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-09-30,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-05-06,2,binary_probability,0.99,jev-1.13.0
2021,2020-05-06,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-05-06,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-11-08,2,binary_probability,0.02,jev-1.13.0
2021,2021-11-08,2,yes_no_choice,No,jev-1.13.0
2021,2021-11-08,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-11-14,2,binary_probability,0.96,jev-1.13.0
2021,2020-11-14,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-11-14,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-10-14,2,binary_probability,0.48,jev-1.13.0
2025,2025-10-14,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-10-14,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-05-05,2,binary_probability,0.47,jev-1.13.0
2025,2025-05-05,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-05-05,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-12-03,2,binary_probability,0.3,jev-1.13.0
2025,2024-12-03,2,yes_no_choice,No,jev-1.13.0
2025,2024-12-03,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-11-13,2,binary_probability,0.22,jev-1.13.0
2025,2024-11-13,2,yes_no_choice,No,jev-1.13.0
2025,2024-11-13,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-09-17,2,binary_probability,0.99,jev-1.13.0
2021,2020-09-17,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-09-17,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-01-26,2,binary_probability,0.99,jev-1.13.0
2021,2020-01-26,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-01-26,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-05-23,2,binary_probability,0.49,jev-1.13.0
2025,2025-05-23,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-05-23,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-06-22,2,binary_probability,0.49,jev-1.13.0
2025,2025-06-22,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-06-22,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-06-29,2,binary_probability,0.06,jev-1.13.0
2025,2024-06-29,2,yes_no_choice,No,jev-1.13.0
2025,2024-06-29,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-02-04,2,binary_probability,0.09,jev-1.13.0
2025,2024-02-04,2,yes_no_choice,No,jev-1.13.0
2025,2024-02-04,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-08-18,2,binary_probability,0.07,jev-1.13.0
2025,2024-08-18,2,yes_no_choice,No,jev-1.13.0
2025,2024-08-18,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-05-14,2,binary_probability,0.53,jev-1.13.0
2025,2025-05-14,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-05-14,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-10-07,2,binary_probability,0.15,jev-1.13.0
2025,2024-10-07,2,yes_no_choice,No,jev-1.13.0
2025,2024-10-07,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-11-18,2,binary_probability,0.02,jev-1.13.0
2021,2021-11-18,2,yes_no_choice,No,jev-1.13.0
2021,2021-11-18,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-06-30,2,binary_probability,0.98,jev-1.13.0
2021,2020-06-30,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-06-30,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-06-30,2,binary_probability,0.02,jev-1.13.0
2021,2021-06-30,2,yes_no_choice,No,jev-1.13.0
2021,2021-06-30,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-08-05,2,binary_probability,0.14,jev-1.13.0
2025,2024-08-05,2,yes_no_choice,No,jev-1.13.0
2025,2024-08-05,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-12-30,2,binary_probability,0.59,jev-1.13.0
2025,2025-12-30,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-12-30,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-03-26,2,binary_probability,0.07,jev-1.13.0
2025,2024-03-26,2,yes_no_choice,No,jev-1.13.0
2025,2024-03-26,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-05-31,2,binary_probability,0.03,jev-1.13.0
2021,2021-05-31,2,yes_no_choice,No,jev-1.13.0
2021,2021-05-31,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-03-02,2,binary_probability,0.12,jev-1.13.0
2025,2024-03-02,2,yes_no_choice,No,jev-1.13.0
2025,2024-03-02,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-02-24,2,binary_probability,0.69,jev-1.13.0
2025,2025-02-24,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-02-24,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-04-25,2,binary_probability,0.04,jev-1.13.0
2025,2024-04-25,2,yes_no_choice,No,jev-1.13.0
2025,2024-04-25,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-07-06,2,binary_probability,0.45,jev-1.13.0
2025,2025-07-06,2,yes_no_choice,No,jev-1.13.0
2025,2025-07-06,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-05-29,2,binary_probability,0.53,jev-1.13.0
2025,2025-05-29,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-05-29,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-02-20,2,binary_probability,0.98,jev-1.13.0
2021,2020-02-20,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-02-20,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-04-14,2,binary_probability,0.03,jev-1.13.0
2021,2021-04-14,2,yes_no_choice,No,jev-1.13.0
2021,2021-04-14,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-03-30,2,binary_probability,0.98,jev-1.13.0
2021,2020-03-30,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-03-30,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-05-16,2,binary_probability,0.03,jev-1.13.0
2021,2021-05-16,2,yes_no_choice,No,jev-1.13.0
2021,2021-05-16,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-11-25,2,binary_probability,0.02,jev-1.13.0
2021,2021-11-25,2,yes_no_choice,No,jev-1.13.0
2021,2021-11-25,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-01-28,2,binary_probability,0.98,jev-1.13.0
2021,2020-01-28,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-01-28,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-12-25,2,binary_probability,0.55,jev-1.13.0
2025,2025-12-25,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-12-25,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-03-15,2,binary_probability,0.03,jev-1.13.0
2021,2021-03-15,2,yes_no_choice,No,jev-1.13.0
2021,2021-03-15,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-05-07,2,binary_probability,0.98,jev-1.13.0
2021,2020-05-07,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-05-07,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-06-18,2,binary_probability,0.98,jev-1.13.0
2021,2020-06-18,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-06-18,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-12-28,2,binary_probability,0.29,jev-1.13.0
2025,2024-12-28,2,yes_no_choice,No,jev-1.13.0
2025,2024-12-28,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-12-04,2,binary_probability,0.27,jev-1.13.0
2025,2024-12-04,2,yes_no_choice,No,jev-1.13.0
2025,2024-12-04,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-12-06,2,binary_probability,0.2,jev-1.13.0
2025,2024-12-06,2,yes_no_choice,No,jev-1.13.0
2025,2024-12-06,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-06-05,2,binary_probability,0.02,jev-1.13.0
2021,2021-06-05,2,yes_no_choice,No,jev-1.13.0
2021,2021-06-05,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-04-20,2,binary_probability,0.48,jev-1.13.0
2025,2025-04-20,2,yes_no_choice,No,jev-1.13.0
2025,2025-04-20,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-01-17,2,binary_probability,0.96,jev-1.13.0
2021,2021-01-17,2,yes_no_choice,Yes,jev-1.13.0
2021,2021-01-17,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-05-06,2,binary_probability,0.46,jev-1.13.0
2025,2025-05-06,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-05-06,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-03-19,2,binary_probability,0.55,jev-1.13.0
2025,2025-03-19,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-03-19,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-11-06,2,binary_probability,0.57,jev-1.13.0
2025,2025-11-06,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-11-06,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-05-19,2,binary_probability,0.98,jev-1.13.0
2021,2020-05-19,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-05-19,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-07-07,2,binary_probability,0.98,jev-1.13.0
2021,2020-07-07,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-07-07,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-06-26,2,binary_probability,0.44,jev-1.13.0
2025,2025-06-26,2,yes_no_choice,No,jev-1.13.0
2025,2025-06-26,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-08-10,2,binary_probability,0.44,jev-1.13.0
2025,2025-08-10,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-08-10,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-03-09,2,binary_probability,0.67,jev-1.13.0
2025,2025-03-09,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-03-09,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-11-15,2,binary_probability,0.02,jev-1.13.0
2021,2021-11-15,2,yes_no_choice,No,jev-1.13.0
2021,2021-11-15,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-02-10,2,binary_probability,0.99,jev-1.13.0
2021,2020-02-10,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-02-10,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-10-11,2,binary_probability,0.02,jev-1.13.0
2021,2021-10-11,2,yes_no_choice,No,jev-1.13.0
2021,2021-10-11,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-01-01,2,binary_probability,0.98,jev-1.13.0
2021,2021-01-01,2,yes_no_choice,Yes,jev-1.13.0
2021,2021-01-01,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-12-10,2,binary_probability,0.97,jev-1.13.0
2021,2020-12-10,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-12-10,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-10-29,2,binary_probability,0.02,jev-1.13.0
2021,2021-10-29,2,yes_no_choice,No,jev-1.13.0
2021,2021-10-29,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-06-26,2,binary_probability,0.02,jev-1.13.0
2021,2021-06-26,2,yes_no_choice,No,jev-1.13.0
2021,2021-06-26,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-06-03,2,binary_probability,0.98,jev-1.13.0
2021,2020-06-03,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-06-03,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-12-17,2,binary_probability,0.97,jev-1.13.0
2021,2020-12-17,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-12-17,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-09-13,2,binary_probability,0.47,jev-1.13.0
2025,2025-09-13,2,yes_no_choice,No,jev-1.13.0
2025,2025-09-13,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-06-01,2,binary_probability,0.02,jev-1.13.0
2021,2021-06-01,2,yes_no_choice,No,jev-1.13.0
2021,2021-06-01,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-08-28,2,binary_probability,0.08,jev-1.13.0
2025,2024-08-28,2,yes_no_choice,No,jev-1.13.0
2025,2024-08-28,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-04-23,2,binary_probability,0.03,jev-1.13.0
2021,2021-04-23,2,yes_no_choice,No,jev-1.13.0
2021,2021-04-23,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-06-27,2,binary_probability,0.04,jev-1.13.0
2025,2024-06-27,2,yes_no_choice,No,jev-1.13.0
2025,2024-06-27,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-12-10,2,binary_probability,0.57,jev-1.13.0
2025,2025-12-10,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-12-10,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-03-21,2,binary_probability,0.6,jev-1.13.0
2025,2025-03-21,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-03-21,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-06-29,2,binary_probability,0.98,jev-1.13.0
2021,2020-06-29,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-06-29,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-01-03,2,binary_probability,0.41,jev-1.13.0
2025,2025-01-03,2,yes_no_choice,No,jev-1.13.0
2025,2025-01-03,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-01-02,2,binary_probability,0.38,jev-1.13.0
2025,2025-01-02,2,yes_no_choice,No,jev-1.13.0
2025,2025-01-02,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-09-09,2,binary_probability,0.02,jev-1.13.0
2021,2021-09-09,2,yes_no_choice,No,jev-1.13.0
2021,2021-09-09,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-05-09,2,binary_probability,0.98,jev-1.13.0
2021,2020-05-09,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-05-09,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-02-16,2,binary_probability,0.99,jev-1.13.0
2021,2020-02-16,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-02-16,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-12-12,2,binary_probability,0.02,jev-1.13.0
2021,2021-12-12,2,yes_no_choice,No,jev-1.13.0
2021,2021-12-12,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-10-12,2,binary_probability,0.44,jev-1.13.0
2025,2025-10-12,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-10-12,2,who_choice,Donald Trump,jev-1.13.0
2025,2026-01-20,2,binary_probability,0.5,jev-1.13.0
2025,2026-01-20,2,yes_no_choice,Yes,jev-1.13.0
2025,2026-01-20,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-06-07,2,binary_probability,0.98,jev-1.13.0
2021,2020-06-07,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-06-07,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-04-12,2,binary_probability,0.47,jev-1.13.0
2025,2025-04-12,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-04-12,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-09-29,2,binary_probability,0.02,jev-1.13.0
2021,2021-09-29,2,yes_no_choice,No,jev-1.13.0
2021,2021-09-29,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-03-21,2,binary_probability,0.99,jev-1.13.0
2021,2020-03-21,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-03-21,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-03-16,2,binary_probability,0.58,jev-1.13.0
2025,2025-03-16,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-03-16,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-08-24,2,binary_probability,0.99,jev-1.13.0
2021,2020-08-24,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-08-24,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-12-07,2,binary_probability,0.26,jev-1.13.0
2025,2024-12-07,2,yes_no_choice,No,jev-1.13.0
2025,2024-12-07,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-06-15,2,binary_probability,0.98,jev-1.13.0
2021,2020-06-15,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-06-15,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-05-11,2,binary_probability,0.98,jev-1.13.0
2021,2020-05-11,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-05-11,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-01-25,2,binary_probability,0.16,jev-1.13.0
2021,2021-01-25,2,yes_no_choice,No,jev-1.13.0
2021,2021-01-25,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-12-01,2,binary_probability,0.02,jev-1.13.0
2021,2021-12-01,2,yes_no_choice,No,jev-1.13.0
2021,2021-12-01,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-09-23,2,binary_probability,0.02,jev-1.13.0
2021,2021-09-23,2,yes_no_choice,No,jev-1.13.0
2021,2021-09-23,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-09-04,2,binary_probability,0.42,jev-1.13.0
2025,2025-09-04,2,yes_no_choice,No,jev-1.13.0
2025,2025-09-04,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-03-08,2,binary_probability,0.99,jev-1.13.0
2021,2020-03-08,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-03-08,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-03-19,2,binary_probability,0.09,jev-1.13.0
2025,2024-03-19,2,yes_no_choice,No,jev-1.13.0
2025,2024-03-19,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-12-31,2,binary_probability,0.02,jev-1.13.0
2021,2021-12-31,2,yes_no_choice,No,jev-1.13.0
2021,2021-12-31,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-01-13,2,binary_probability,0.96,jev-1.13.0
2021,2021-01-13,2,yes_no_choice,Yes,jev-1.13.0
2021,2021-01-13,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-03-30,2,binary_probability,0.62,jev-1.13.0
2025,2025-03-30,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-03-30,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-04-11,2,binary_probability,0.05,jev-1.13.0
2025,2024-04-11,2,yes_no_choice,No,jev-1.13.0
2025,2024-04-11,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-08-28,2,binary_probability,0.02,jev-1.13.0
2021,2021-08-28,2,yes_no_choice,No,jev-1.13.0
2021,2021-08-28,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-09-03,2,binary_probability,0.06,jev-1.13.0
2025,2024-09-03,2,yes_no_choice,No,jev-1.13.0
2025,2024-09-03,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-11-16,2,binary_probability,0.24,jev-1.13.0
2025,2024-11-16,2,yes_no_choice,No,jev-1.13.0
2025,2024-11-16,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-07-18,2,binary_probability,0.98,jev-1.13.0
2021,2020-07-18,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-07-18,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-01-03,2,binary_probability,0.96,jev-1.13.0
2021,2021-01-03,2,yes_no_choice,Yes,jev-1.13.0
2021,2021-01-03,2,who_choice,Donald Trump,jev-1.13.0
2021,2022-01-19,2,binary_probability,0.09,jev-1.13.0
2021,2022-01-19,2,yes_no_choice,No,jev-1.13.0
2021,2022-01-19,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-08-20,2,binary_probability,0.98,jev-1.13.0
2021,2020-08-20,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-08-20,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-02-14,2,binary_probability,0.67,jev-1.13.0
2025,2025-02-14,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-02-14,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-09-21,2,binary_probability,0.38,jev-1.13.0
2025,2025-09-21,2,yes_no_choice,No,jev-1.13.0
2025,2025-09-21,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-02-24,2,binary_probability,0.04,jev-1.13.0
2021,2021-02-24,2,yes_no_choice,No,jev-1.13.0
2021,2021-02-24,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-10-28,2,binary_probability,0.02,jev-1.13.0
2021,2021-10-28,2,yes_no_choice,No,jev-1.13.0
2021,2021-10-28,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-03-25,2,binary_probability,0.08,jev-1.13.0
2025,2024-03-25,2,yes_no_choice,No,jev-1.13.0
2025,2024-03-25,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-07-01,2,binary_probability,0.43,jev-1.13.0
2025,2025-07-01,2,yes_no_choice,No,jev-1.13.0
2025,2025-07-01,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-07-25,2,binary_probability,0.02,jev-1.13.0
2021,2021-07-25,2,yes_no_choice,No,jev-1.13.0
2021,2021-07-25,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-03-12,2,binary_probability,0.98,jev-1.13.0
2021,2020-03-12,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-03-12,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-12-17,2,binary_probability,0.02,jev-1.13.0
2021,2021-12-17,2,yes_no_choice,No,jev-1.13.0
2021,2021-12-17,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-08-26,2,binary_probability,0.45,jev-1.13.0
2025,2025-08-26,2,yes_no_choice,No,jev-1.13.0
2025,2025-08-26,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-05-24,2,binary_probability,0.98,jev-1.13.0
2021,2020-05-24,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-05-24,2,who_choice,Donald Trump,jev-1.13.0
2025,2025-12-27,2,binary_probability,0.56,jev-1.13.0
2025,2025-12-27,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-12-27,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-12-10,2,binary_probability,0.02,jev-1.13.0
2021,2021-12-10,2,yes_no_choice,No,jev-1.13.0
2021,2021-12-10,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-07-01,2,binary_probability,0.08,jev-1.13.0
2025,2024-07-01,2,yes_no_choice,No,jev-1.13.0
2025,2024-07-01,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-08-18,2,binary_probability,0.99,jev-1.13.0
2021,2020-08-18,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-08-18,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-12-06,2,binary_probability,0.04,jev-1.13.0
2021,2021-12-06,2,yes_no_choice,No,jev-1.13.0
2021,2021-12-06,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-08-13,2,binary_probability,0.02,jev-1.13.0
2021,2021-08-13,2,yes_no_choice,No,jev-1.13.0
2021,2021-08-13,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-07-28,2,binary_probability,0.98,jev-1.13.0
2021,2020-07-28,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-07-28,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-07-03,2,binary_probability,0.09,jev-1.13.0
2025,2024-07-03,2,yes_no_choice,No,jev-1.13.0
2025,2024-07-03,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-01-29,2,binary_probability,0.28,jev-1.13.0
2025,2024-01-29,2,yes_no_choice,No,jev-1.13.0
2025,2024-01-29,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-10-15,2,binary_probability,0.02,jev-1.13.0
2021,2021-10-15,2,yes_no_choice,No,jev-1.13.0
2021,2021-10-15,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-08-03,2,binary_probability,0.02,jev-1.13.0
2021,2021-08-03,2,yes_no_choice,No,jev-1.13.0
2021,2021-08-03,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-04-20,2,binary_probability,0.98,jev-1.13.0
2021,2020-04-20,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-04-20,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-04-04,2,binary_probability,0.08,jev-1.13.0
2025,2024-04-04,2,yes_no_choice,No,jev-1.13.0
2025,2024-04-04,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-02-25,2,binary_probability,0.99,jev-1.13.0
2021,2020-02-25,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-02-25,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-08-02,2,binary_probability,0.98,jev-1.13.0
2021,2020-08-02,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-08-02,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-04-04,2,binary_probability,0.04,jev-1.13.0
2021,2021-04-04,2,yes_no_choice,No,jev-1.13.0
2021,2021-04-04,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-05-22,2,binary_probability,0.05,jev-1.13.0
2025,2024-05-22,2,yes_no_choice,No,jev-1.13.0
2025,2024-05-22,2,who_choice,Joe Biden,jev-1.13.0
2025,2024-07-25,2,binary_probability,0.1,jev-1.13.0
2025,2024-07-25,2,yes_no_choice,No,jev-1.13.0
2025,2024-07-25,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-03-18,2,binary_probability,0.04,jev-1.13.0
2021,2021-03-18,2,yes_no_choice,No,jev-1.13.0
2021,2021-03-18,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-12-26,2,binary_probability,0.53,jev-1.13.0
2025,2025-12-26,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-12-26,2,who_choice,Donald Trump,jev-1.13.0
2025,2024-11-07,2,binary_probability,0.23,jev-1.13.0
2025,2024-11-07,2,yes_no_choice,No,jev-1.13.0
2025,2024-11-07,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-03-23,2,binary_probability,0.98,jev-1.13.0
2021,2020-03-23,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-03-23,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-10-12,2,binary_probability,0.02,jev-1.13.0
2021,2021-10-12,2,yes_no_choice,No,jev-1.13.0
2021,2021-10-12,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-02-03,2,binary_probability,0.98,jev-1.13.0
2021,2020-02-03,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-02-03,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-11-17,2,binary_probability,0.02,jev-1.13.0
2021,2021-11-17,2,yes_no_choice,No,jev-1.13.0
2021,2021-11-17,2,who_choice,Joe Biden,jev-1.13.0
2025,2025-10-19,2,binary_probability,0.47,jev-1.13.0
2025,2025-10-19,2,yes_no_choice,Yes,jev-1.13.0
2025,2025-10-19,2,who_choice,Donald Trump,jev-1.13.0
2021,2020-11-25,2,binary_probability,0.97,jev-1.13.0
2021,2020-11-25,2,yes_no_choice,Yes,jev-1.13.0
2021,2020-11-25,2,who_choice,Donald Trump,jev-1.13.0
2021,2021-06-09,2,binary_probability,0.03,jev-1.13.0
2021,2021-06-09,2,yes_no_choice,No,jev-1.13.0
2021,2021-06-09,2,who_choice,Joe Biden,jev-1.13.0
2021,2021-09-11,2,binary_probability,0.02,jev-1.13.0
2021,2021-09-11,2,yes_no_choice,No,jev-1.13.0
2021,2021-09-11,2,who_choice,Joe Biden,jev-1.13.0
2021,2020-04-25,2,binary_probability,0.98,jev-1.13.0
2021,2020-04-25,2,yes_no_choice,Yes,jev-1.13.0
